TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
1512,0.36,0.72,22.75,16.08,1519.5,31,36,-0.78,1.56
1513,0.12,0.72,22.75,16.08,1511.5,31,35,-0.78,1.56
1514,0.12,0.72,22.75,16.08,1511.5,31,35,-0.78,1.56
1515,0.12,0.72,22.75,16.08,1511.5,31,35,-0.78,1.56
1516,0.12,0.72,22.75,16.08,1507.75,31,35,0,1.56
1517,0.12,0.72,22.75,16.08,1507.75,31,35,0,1.56
1518,0.12,0.72,22.75,16.08,1507.75,31,35,0,1.56
1519,0.78,0.72,22.75,16.08,1503.75,32,35,1.56,1.56
1520,0.78,0.72,22.75,16.08,1503.75,32,35,1.56,1.56
1521,0.78,0.72,22.75,16.08,1503.75,32,35,1.56,1.56
1522,0.8,0.72,22.75,16.08,1503.75,32,35,0.78,1.56
1523,0.8,0.72,22.75,16.08,1503.75,32,35,0.78,1.56
1524,0.8,0.72,22.75,16.08,1500,32,35,0.78,1.56
1525,0.78,0.72,22.75,16.08,1500,32,35,0,1.56
1526,0.78,0.72,22.75,16.08,1500,32,35,0,1.56
1527,0.76,0.72,22.75,16.08,1503.75,32,34,0,1.56
1528,0.76,0.72,22.75,16.08,1503.75,32,34,0,1.56
1529,0.76,0.72,22.75,16.08,1503.75,32,34,0,1.56
1530,0.74,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1531,0.74,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1532,0.74,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1533,0.68,0.72,22.75,16.08,1496,32,35,-1.56,1.56
1534,0.68,0.72,22.75,16.08,1496,32,35,-1.56,1.56
1535,0.68,0.72,22.75,16.08,1496,32,35,-1.56,1.56
1536,0.32,0.72,22.75,16.08,1496,32,35,-2.34,1.56
1537,0.32,0.72,22.75,16.08,1496,32,35,-2.34,1.56
1538,0.12,0.72,22.75,16.08,1492,32,35,-0.78,1.56
1539,0.12,0.72,22.75,16.08,1492,32,35,-0.78,1.56
1540,0.12,0.72,22.75,16.08,1492,32,35,-0.78,1.56
1541,0.14,0.72,22.75,16.08,1496,32,35,0,1.56
1542,0.14,0.72,22.75,16.08,1496,32,35,0,1.56
1543,0.14,0.72,22.75,16.08,1496,32,35,0,1.56
1544,0.74,0.72,22.75,16.08,1492,32,35,0.78,1.56
1545,0.74,0.72,22.75,16.08,1492,32,35,0.78,1.56
1546,0.74,0.72,22.75,16.08,1492,32,35,0.78,1.56
1547,0.8,0.72,22.75,16.08,1500,32,35,0,1.56
1548,0.8,0.72,22.75,16.08,1500,32,35,0,1.56
1549,0.8,0.72,22.75,16.08,1496,32,35,0,1.56
1550,0.78,0.72,22.75,16.08,1496,32,35,0,1.56
1551,0.78,0.72,22.75,16.08,1496,32,35,0,1.56
1552,0.74,0.72,22.75,16.08,1503.75,32,35,-0.78,1.56
1553,0.74,0.72,22.75,16.08,1503.75,32,35,-0.78,1.56
1554,0.74,0.72,22.75,16.08,1503.75,32,35,-0.78,1.56
1555,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1556,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1557,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1558,0.7,0.72,22.75,16.08,1503.75,32,35,-2.34,1.56
1559,0.7,0.72,22.75,16.08,1503.75,32,34,-2.34,1.56
1560,0.7,0.72,22.75,16.08,1500,32,34,-2.34,1.56
1561,0.14,0.72,22.75,16.08,1500,32,35,-2.34,1.56
1562,0.14,0.72,22.75,16.08,1500,32,35,-2.34,1.56
1563,0.12,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1564,0.12,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1565,0.12,0.72,22.75,16.08,1500,32,35,-0.78,1.56
1566,0.12,0.72,22.75,16.08,1496,32,35,0,1.56
1567,0.12,0.72,22.75,16.08,1496,32,35,0,1.56
1568,0.12,0.72,22.75,16.08,1496,32,35,0,1.56
1569,0.78,0.72,22.75,16.08,1500,32,35,0,1.56
1570,0.78,0.72,22.75,16.08,1500,32,35,0,1.56
1571,0.78,0.72,22.75,16.08,1500,32,35,0,1.56
1572,0.78,0.72,22.75,16.08,1496,32,34,-0.78,1.56
1573,0.78,0.72,22.75,16.08,1496,32,34,-0.78,1.56
1574,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1575,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1576,0.7,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1577,0.62,0.72,22.75,16.08,1496,32,35,-2.34,1.56
1578,0.62,0.72,22.75,16.08,1496,32,35,-2.34,1.56
1579,0.62,0.72,22.75,16.08,1496,32,35,-2.34,1.56
1580,0.16,0.72,22.75,16.08,1500,32,35,-2.34,1.56
1581,0.16,0.72,22.75,16.08,1500,32,34,-2.34,1.56
1582,0.16,0.72,22.75,16.08,1500,32,34,-2.34,1.56
1583,0.1,0.72,22.75,16.08,1492,32,35,-1.56,1.56
1584,0.1,0.72,22.75,16.08,1492,32,35,-1.56,1.56
1585,0.12,0.72,22.75,16.08,1496,32,35,-0.78,1.56
1586,0.12,0.72,22.75,16.08,1496,32,35,-0.78,1.56
1587,0.12,0.72,22.75,16.08,1496,32,35,-0.78,1.56
1588,0.58,0.72,22.75,16.08,1496,32,35,0,1.56
1589,0.58,0.72,22.75,16.08,1496,32,35,0,1.56
1590,0.58,0.72,22.75,16.08,1496,32,35,0,1.56
1591,0.76,0.72,22.75,16.08,1500,32,34,0,1.56
1592,0.76,0.72,22.75,16.08,1500,32,34,0,1.56
1593,0.76,0.72,22.75,16.08,1500,32,34,0,1.56
1594,0.76,0.72,22.75,16.08,1500,32,34,-0.78,1.56
1595,0.76,0.72,22.75,16.08,1500,32,34,-0.78,1.56
1596,0.76,0.72,22.75,16.08,1500,32,34,-0.78,1.56
1597,0.66,0.72,22.75,16.08,1507.75,32,35,-1.56,1.56
1598,0.66,0.72,22.75,16.08,1507.75,32,35,-1.56,1.56
1599,0.58,0.72,22.75,16.08,1503.75,32,35,-2.34,1.56
1600,0.58,0.72,22.75,16.08,1503.75,32,35,-2.34,1.56
1601,0.58,0.72,22.75,16.08,1503.75,32,35,-2.34,1.56
1602,0.12,0.72,22.75,16.08,1503.75,32,34,-2.34,1.56
1603,0.12,0.72,22.75,16.08,1503.75,32,34,-2.34,1.56
1604,0.12,0.72,22.75,16.08,1503.75,32,34,-2.34,1.56
1605,0.1,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1606,0.1,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1607,0.1,0.72,22.75,16.08,1500,32,35,-1.56,1.56
1608,0.14,0.72,22.75,16.08,1507.75,32,34,-0.78,1.56
1609,0.14,0.72,22.75,16.08,1507.75,32,34,-0.78,1.56
1610,0.14,0.72,22.75,16.08,1507.75,32,34,-0.78,1.56
1611,0.14,0.72,22.75,16.08,1507.75,32,34,0,1.56
1612,0.14,0.72,22.75,16.08,1507.75,32,34,0,1.56
1613,0.14,0.72,22.75,16.08,1507.75,32,34,0,1.56
1614,0.76,0.72,22.75,16.08,1511.5,32,34,0.78,1.56
1615,0.76,0.72,22.75,16.08,1511.5,32,34,0.78,1.56
1616,0.76,0.72,22.75,16.08,1519.5,32,34,0,1.56
1617,0.76,0.72,22.75,16.08,1519.5,32,35,0,1.56
1618,0.76,0.72,22.75,16.08,1519.5,32,35,0,1.56
1619,0.72,0.72,22.75,16.08,1519.5,32,35,-0.78,1.56
1620,0.72,0.72,22.75,16.08,1519.5,32,35,-0.78,1.56
1621,0.72,0.72,22.75,16.08,1519.5,32,35,-0.78,1.56
1622,0.4,0.72,22.75,16.08,1527.25,32,35,-0.78,1.56
1623,0.4,0.72,22.75,16.08,1527.25,32,35,-0.78,1.56
1624,0.4,0.72,22.75,16.08,1527.25,32,35,-0.78,1.56
1625,0.14,0.72,22.75,16.08,1519.5,32,35,0,1.56
1626,0.14,0.72,22.75,16.08,1519.5,32,35,0,1.56
1627,0.14,0.72,22.75,16.08,1519.5,32,35,0,1.56
1628,0.12,0.72,22.75,16.08,1527.25,32,35,0.78,1.56
1629,0.12,0.72,22.75,16.08,1527.25,32,35,0.78,1.56
1630,0.12,0.72,22.75,16.08,1527.25,32,35,0.78,1.56
1631,0.4,0.72,22.75,16.08,1527.25,32,35,1.56,1.56
1632,0.4,0.72,22.75,16.08,1527.25,32,35,1.56,1.56
1633,0.4,0.72,22.75,16.08,1535,32,35,1.56,1.56
1634,0.78,0.72,22.75,16.08,1535,32,35,1.56,1.56
1635,0.78,0.72,22.75,16.08,1535,32,35,1.56,1.56
1636,0.8,0.72,22.75,16.08,1531.25,32,35,0.78,1.56
1637,0.8,0.72,22.75,16.08,1531.25,32,35,0.78,1.56
1638,0.8,0.72,22.75,16.08,1531.25,32,35,0.78,1.56
1639,0.76,0.72,22.75,16.08,1535,32,35,0,1.56
1640,0.76,0.72,22.75,16.08,1535,32,35,0,1.56
1641,0.76,0.72,22.75,16.08,1535,32,35,0,1.56
1642,0.72,0.72,22.75,16.08,1531.25,32,36,0,1.56
1643,0.72,0.72,22.75,16.08,1531.25,32,36,0,1.56
1644,0.72,0.72,22.75,16.08,1531.25,32,36,0,1.56
1645,0.34,0.72,22.75,16.08,1531.25,32,36,-0.78,1.56
1646,0.34,0.72,22.75,16.08,1531.25,32,36,-0.78,1.56
1647,0.34,0.72,22.75,16.08,1531.25,32,36,-0.78,1.56
1648,0.1,0.72,22.75,16.08,1535,32,36,0,1.56
1649,0.1,0.72,22.75,16.08,1535,32,36,0,1.56
1650,0.1,0.72,22.75,16.08,1531.25,32,36,0,1.56
1651,0.1,0.72,22.75,16.08,1531.25,32,35,0,1.56
1652,0.1,0.72,22.75,16.08,1531.25,32,35,0,1.56
1653,0.5,0.72,22.75,16.08,1535,32,35,1.56,1.56
1654,0.5,0.72,22.75,16.08,1535,32,35,1.56,1.56
1655,0.5,0.72,22.75,16.08,1535,32,35,1.56,1.56
1656,0.78,0.72,22.75,16.08,1531.25,32,36,1.56,1.56
1657,0.78,0.72,22.75,16.08,1531.25,32,36,1.56,1.56
1658,0.78,0.72,22.75,16.08,1531.25,32,36,1.56,1.56
1659,0.78,0.72,22.75,16.08,1539,32,35,0.78,1.56
1660,0.78,0.72,22.75,16.08,1539,32,35,0.78,1.56
1661,0.78,0.72,22.75,16.08,1539,32,35,0.78,1.56
1662,0.68,0.72,22.75,16.08,1535,32,36,0.78,1.56
1663,0.68,0.72,22.75,16.08,1535,32,36,0.78,1.56
1664,0.58,0.72,22.75,16.08,1539,32,36,0,1.56
1665,0.58,0.72,22.75,16.08,1539,32,36,0,1.56
1666,0.58,0.72,22.75,16.08,1539,32,36,0,1.56
1667,0.14,0.72,22.75,16.08,1535,32,36,-0.78,1.56
1668,0.14,0.72,22.75,16.08,1535,32,36,-0.78,1.56
1669,0.1,0.72,22.75,16.08,1539,32,36,0.78,1.56
1670,0.18,0.72,22.75,16.08,1535,32,36,1.56,1.56
1671,0.18,0.72,22.75,16.08,1535,32,36,1.56,1.56
1672,0.78,0.72,22.75,16.08,1539,32,36,2.34,1.56
1673,0.78,0.72,22.75,16.08,1539,32,36,2.34,1.56
1674,0.78,0.72,22.75,16.08,1535,32,36,1.56,1.56
1675,0.78,0.72,22.75,16.08,1535,32,36,1.56,1.56
1676,0.78,0.72,22.75,16.08,1535,32,36,1.56,1.56
1677,0.72,0.72,22.75,16.08,1535,32,36,0.78,1.56
1678,0.72,0.72,22.75,16.08,1535,32,36,0.78,1.56
1679,0.72,0.72,22.75,16.08,1535,32,36,0.78,1.56
1680,0.58,0.72,22.75,16.08,1539,32,36,0,1.56
1681,0.58,0.72,22.75,16.08,1539,32,36,0,1.56
1682,0.16,0.72,22.75,16.08,1531.25,32,36,0,1.56
1683,0.16,0.72,22.75,16.08,1531.25,32,36,0,1.56
1684,0.14,0.72,22.75,16.08,1539,32,36,0.78,1.56
1685,0.14,0.72,22.75,16.08,1539,32,36,0.78,1.56
1686,0.64,0.72,22.75,16.08,1535,32,36,1.56,1.56
1687,0.64,0.72,22.75,16.08,1535,32,36,1.56,1.56
1688,0.78,0.72,22.75,16.08,1539,32,36,1.56,1.56
1689,0.78,0.72,22.75,16.08,1539,32,36,1.56,1.56
1690,0.78,0.72,22.75,16.08,1535,32,36,0.78,1.56
1691,0.78,0.72,22.75,16.08,1535,32,36,0.78,1.56
1692,0.74,0.72,22.75,16.08,1542.75,32,36,0,1.56
1693,0.74,0.72,22.75,16.08,1542.75,32,36,0,1.56
1694,0.74,0.72,22.75,16.08,1542.75,32,36,0,1.56
1695,0.56,0.72,22.75,16.08,1542.75,32,36,-0.78,1.56
1696,0.56,0.72,22.75,16.08,1542.75,32,36,-0.78,1.56
1697,0.56,0.72,22.75,16.08,1542.75,32,36,-0.78,1.56
1698,0.1,0.72,22.75,16.08,1535,32,36,-0.78,1.56
1699,0.1,0.72,22.75,16.08,1535,32,36,-0.78,1.56
1700,0.1,0.72,22.75,16.08,1535,32,36,-0.78,1.56
1701,0.1,0.72,22.75,16.08,1539,32,36,0,1.56
1702,0.1,0.72,22.75,16.08,1539,32,36,0,1.56
1703,0.1,0.72,22.75,16.08,1539,32,36,0,1.56
1704,0.58,0.72,22.75,16.08,1539,32,36,0.78,1.56
1705,0.58,0.72,22.75,16.08,1539,32,36,0.78,1.56
1706,0.58,0.72,22.75,16.08,1539,32,36,0.78,1.56
1707,0.78,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1708,0.78,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1709,0.78,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1710,0.78,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1711,0.78,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1712,0.72,0.72,22.75,16.08,1539,31,36,0,1.56
1713,0.72,0.72,22.75,16.08,1539,31,36,0,1.56
1714,0.72,0.72,22.75,16.08,1539,31,36,0,1.56
1715,0.6,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1716,0.6,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1717,0.6,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1718,0.16,0.72,22.75,16.08,1539,32,36,-0.78,1.56
1719,0.16,0.72,22.75,16.08,1539,31,36,-0.78,1.56
1720,0.16,0.72,22.75,16.08,1539,31,36,-0.78,1.56
1721,0.1,0.72,22.75,16.08,1542.75,32,36,0,1.56
1722,0.1,0.72,22.75,16.08,1542.75,32,36,0,1.56
1723,0.12,0.72,22.75,16.08,1539,31,36,0.78,1.56
1724,0.12,0.72,22.75,16.08,1539,31,36,0.78,1.56
1725,0.12,0.72,22.75,16.08,1539,31,36,0.78,1.56
1726,0.76,0.72,22.75,16.08,1546.75,32,36,1.56,1.56
1727,0.76,0.72,22.75,16.08,1546.75,32,36,1.56,1.56
1728,0.76,0.72,22.75,16.08,1546.75,32,36,1.56,1.56
1729,0.8,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1730,0.8,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1731,0.8,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1732,0.78,0.72,22.75,16.08,1542.75,31,36,0,1.56
1733,0.78,0.72,22.75,16.08,1542.75,31,36,0,1.56
1734,0.7,0.72,22.75,16.08,1546.75,31,36,0,1.56
1735,0.7,0.72,22.75,16.08,1546.75,31,36,0,1.56
1736,0.7,0.72,22.75,16.08,1546.75,31,36,0,1.56
1737,0.4,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1738,0.4,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1739,0.4,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1740,0.12,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1741,0.12,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1742,0.12,0.72,22.75,16.08,1546.75,32,36,-0.78,1.56
1743,0.12,0.72,22.75,16.08,1539,32,36,0,1.56
1744,0.12,0.72,22.75,16.08,1539,32,36,0,1.56
1745,0.12,0.72,22.75,16.08,1539,32,36,0,1.56
1746,0.56,0.72,22.75,16.08,1539,31,36,0.78,1.56
1747,0.56,0.72,22.75,16.08,1539,31,36,0.78,1.56
1748,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1749,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1750,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1751,0.78,0.72,22.75,16.08,1542.75,31,36,0.78,1.56
1752,0.78,0.72,22.75,16.08,1542.75,31,36,0.78,1.56
1753,0.78,0.72,22.75,16.08,1542.75,31,36,0.78,1.56
1754,0.72,0.72,22.75,16.08,1546.75,31,36,0,1.56
1755,0.72,0.72,22.75,16.08,1546.75,31,36,0,1.56
1756,0.72,0.72,22.75,16.08,1546.75,31,36,0,1.56
1757,0.58,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1758,0.58,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1759,0.58,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1760,0.14,0.72,22.75,16.08,1546.75,31,36,-0.78,1.56
1761,0.14,0.72,22.75,16.08,1546.75,31,36,-0.78,1.56
1762,0.1,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1763,0.48,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1764,0.48,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1765,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1766,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1767,0.8,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1768,0.8,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1769,0.8,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1770,0.8,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1771,0.74,0.72,22.75,16.08,1546.75,31,36,0,1.56
1772,0.74,0.72,22.75,16.08,1546.75,31,36,0,1.56
1773,0.74,0.72,22.75,16.08,1546.75,31,36,0,1.56
1774,0.52,0.72,22.75,16.08,1542.75,31,36,0,1.56
1775,0.52,0.72,22.75,16.08,1542.75,31,36,0,1.56
1776,0.34,0.72,22.75,16.08,1546.75,32,36,0,1.56
1777,0.34,0.72,22.75,16.08,1546.75,32,36,0,1.56
1778,0.14,0.72,22.75,16.08,1542.75,32,36,0.78,1.56
1779,0.72,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1780,0.72,0.72,22.75,16.08,1546.75,31,36,1.56,1.56
1781,0.78,0.72,22.75,16.08,1550.75,31,36,1.56,1.56
1782,0.78,0.72,22.75,16.08,1550.75,31,36,1.56,1.56
1783,0.78,0.72,22.75,16.08,1550.75,31,36,1.56,1.56
1784,0.78,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1785,0.78,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1786,0.78,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1787,0.72,0.72,22.75,16.08,1550.75,31,36,0,1.56
1788,0.72,0.72,22.75,16.08,1550.75,31,36,0,1.56
1789,0.72,0.72,22.75,16.08,1550.75,31,36,0,1.56
1790,0.4,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1791,0.4,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1792,0.22,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1793,0.22,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1794,0.22,0.72,22.75,16.08,1542.75,31,36,-0.78,1.56
1795,0.14,0.72,22.75,16.08,1546.75,31,36,0,1.56
1796,0.14,0.72,22.75,16.08,1546.75,31,36,0,1.56
1797,0.72,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1798,0.72,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1799,0.8,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1800,0.8,0.72,22.75,16.08,1546.75,31,36,0.78,1.56
1801,0.78,0.74,22.75,16.08,1542.75,31,36,0,1.56
1802,0.78,0.74,22.75,16.08,1542.75,31,36,0,1.56
1803,0.78,0.74,22.75,16.08,1542.75,31,36,0,1.56
1804,0.72,0.72,22.75,16.08,1546.75,31,36,-0.78,1.56
1805,0.72,0.72,22.75,16.08,1546.75,31,36,-0.78,1.56
1806,0.72,0.72,22.75,16.08,1546.75,31,36,-0.78,1.56
1807,0.34,0.74,22.75,16.08,1542.75,31,36,-1.56,1.56
1808,0.34,0.74,22.75,16.08,1542.75,31,36,-1.56,1.56
1809,0.34,0.74,22.75,16.08,1542.75,31,36,-1.56,1.56
1810,0.1,0.74,22.75,16.08,1542.75,32,36,-1.56,1.56
1811,0.1,0.74,22.75,16.08,1542.75,32,36,-1.56,1.56
1812,0.1,0.72,22.75,16.08,1539,31,36,0,1.56
1813,0.1,0.72,22.75,16.08,1539,31,36,0,1.56
1814,0.1,0.72,22.75,16.08,1539,31,36,0,1.56
1815,0.4,0.72,22.75,16.08,1539,32,36,0.78,1.56
1816,0.4,0.72,22.75,16.08,1539,32,36,0.78,1.56
1817,0.4,0.72,22.75,16.08,1539,32,36,0.78,1.56
1818,0.78,0.74,22.75,16.08,1539,31,36,0.78,1.56
1819,0.78,0.74,22.75,16.08,1539,31,36,0.78,1.56
1820,0.78,0.74,22.75,16.08,1539,31,36,0.78,1.56
1821,0.78,0.72,22.75,16.08,1539,31,36,0,1.56
1822,0.78,0.72,22.75,16.08,1539,31,36,0,1.56
1823,0.78,0.72,22.75,16.08,1539,31,36,0,1.56
1824,0.74,0.72,22.75,16.08,1542.75,32,36,-0.78,1.56
1825,0.56,0.74,22.75,16.08,1535,32,36,-0.78,1.56
1826,0.56,0.74,22.75,16.08,1535,32,36,-0.78,1.56
1827,0.16,0.74,22.75,16.08,1539,32,36,-0.78,1.56
1828,0.16,0.74,22.75,16.08,1539,32,36,-0.78,1.56
1829,0.16,0.74,22.75,16.08,1539,32,36,-0.78,1.56
1830,0.1,0.74,22.75,16.08,1539,32,36,0,1.56
1831,0.1,0.74,22.75,16.08,1539,32,36,0,1.56
1832,0.26,0.74,22.75,16.08,1539,32,36,0.78,1.56
1833,0.26,0.74,22.75,16.08,1539,32,36,0.78,1.56
1834,0.26,0.74,22.75,16.08,1539,32,36,0.78,1.56
1835,0.78,0.72,22.75,16.08,1539,31,36,0.78,1.56
1836,0.78,0.72,22.75,16.08,1539,31,36,0.78,1.56
1837,0.78,0.72,22.75,16.08,1539,31,36,0.78,1.56
1838,0.8,0.74,22.75,16.08,1542.75,31,36,0.78,1.56
1839,0.8,0.74,22.75,16.08,1542.75,31,36,0.78,1.56
1840,0.8,0.74,22.75,16.08,1542.75,31,36,0.78,1.56
1841,0.76,0.74,22.75,16.08,1542.75,32,36,0,1.56
1842,0.76,0.74,22.75,16.08,1542.75,32,36,0,1.56
1843,0.76,0.74,22.75,16.08,1542.75,32,36,0,1.56
1844,0.64,0.74,22.75,16.08,1539,32,36,-0.78,1.56
1845,0.64,0.74,22.75,16.08,1539,32,36,-0.78,1.56
1846,0.46,0.74,22.75,16.08,1542.75,32,36,-1.56,1.56
1847,0.46,0.74,22.75,16.08,1542.75,32,36,-1.56,1.56
1848,0.46,0.74,22.75,16.08,1542.75,32,36,-1.56,1.56
1849,0.12,0.74,22.75,16.08,1539,32,36,-1.56,1.56
1850,0.12,0.74,22.75,16.08,1539,32,36,-1.56,1.56
1851,0.12,0.74,22.75,16.08,1539,32,36,-1.56,1.56
1852,0.1,0.74,22.75,16.08,1539,32,36,0,1.56
1853,0.1,0.74,22.75,16.08,1539,32,36,0,1.56
1854,0.1,0.74,22.75,16.08,1539,32,36,0,1.56
1855,0.22,0.74,22.75,16.08,1539,32,36,0.78,1.56
1856,0.22,0.74,22.75,16.08,1539,32,36,0.78,1.56
1857,0.22,0.74,22.75,16.08,1539,32,36,0.78,1.56
1858,0.76,0.74,22.75,16.08,1539,32,36,1.56,1.56
1859,0.76,0.74,22.75,16.08,1539,32,36,1.56,1.56
1860,0.8,0.74,22.75,16.08,1546.75,32,36,0.78,1.56
1861,0.8,0.74,22.75,16.08,1546.75,32,36,0.78,1.56
1862,0.8,0.74,22.75,16.08,1546.75,32,36,0.78,1.56
1863,0.76,0.74,22.75,16.08,1546.75,32,36,0,1.56
1864,0.76,0.74,22.75,16.08,1546.75,32,36,0,1.56
1865,0.76,0.74,22.75,16.08,1546.75,32,36,0,1.56
1866,0.74,0.74,22.75,16.08,1550.75,32,36,0,1.56
1867,0.74,0.74,22.75,16.08,1550.75,32,36,0,1.56
1868,0.52,0.74,22.75,16.08,1550.75,32,36,-0.78,1.56
1869,0.12,0.74,22.75,16.08,1550.75,32,36,-1.56,1.56
1870,0.12,0.74,22.75,16.08,1550.75,32,36,-1.56,1.56
1871,0.1,0.74,22.75,16.08,1550.75,32,36,0,1.56
1872,0.1,0.74,22.75,16.08,1550.75,32,36,0,1.56
1873,0.1,0.74,22.75,16.08,1550.75,32,36,0.78,1.56
1874,0.1,0.74,22.75,16.08,1550.75,31,36,0.78,1.56
1875,0.1,0.74,22.75,16.08,1550.75,31,36,0.78,1.56
1876,0.76,0.74,22.75,16.08,1554.5,31,36,0.78,1.56
1877,0.74,0.74,22.75,16.08,1550.75,31,36,0,1.56
1878,0.74,0.74,22.75,16.08,1550.75,31,36,0,1.56
1879,0.62,0.74,22.75,16.08,1558.5,31,36,-0.78,1.56
1880,0.62,0.74,22.75,16.08,1558.5,31,36,-0.78,1.56
1881,0.3,0.74,22.75,16.08,1558.5,31,36,-0.78,1.56
1882,0.12,0.74,22.75,16.08,1550.75,31,36,0,1.56
1883,0.12,0.74,22.75,16.08,1550.75,31,36,0,1.56
1884,0.12,0.74,22.75,16.08,1554.5,31,36,0.78,1.56
1885,0.3,0.74,22.75,16.08,1554.5,31,36,0.78,1.56
1886,0.3,0.74,22.75,16.08,1554.5,31,36,0.78,1.56
1887,0.78,0.74,22.75,16.08,1550.75,31,36,1.56,1.56
1888,0.78,0.74,22.75,16.08,1550.75,31,36,1.56,1.56
1889,0.78,0.74,22.75,16.08,1550.75,31,36,1.56,1.56
1890,0.78,0.74,22.75,16.08,1558.5,31,36,0.78,1.56
1891,0.78,0.74,22.75,16.08,1558.5,31,36,0.78,1.56
1892,0.72,0.74,22.75,16.08,1550.75,31,36,0,1.56
1893,0.72,0.74,22.75,16.08,1550.75,31,36,0,1.56
1894,0.62,0.74,22.75,16.08,1550.75,31,36,-0.78,1.56
1895,0.62,0.74,22.75,16.08,1550.75,31,36,-0.78,1.56
1896,0.16,0.74,22.75,16.08,1554.5,31,36,-0.78,1.56
1897,0.16,0.74,22.75,16.08,1554.5,31,36,-0.78,1.56
1898,0.12,0.74,22.75,16.08,1546.75,32,36,0,1.56
1899,0.12,0.74,22.75,16.08,1546.75,32,36,0,1.56
1900,0.7,0.74,22.75,16.08,1550.75,31,36,0.78,1.56
1901,0.7,0.74,22.75,16.08,1550.75,31,36,0.78,1.56
1902,0.7,0.74,22.75,16.08,1550.75,31,36,0.78,1.56
1903,0.78,0.74,22.75,16.08,1546.75,31,36,0.78,1.56
1904,0.78,0.74,22.75,16.08,1546.75,31,36,0.78,1.56
1905,0.78,0.74,22.75,16.08,1546.75,31,36,0.78,1.56
1906,0.78,0.74,22.75,16.08,1550.75,31,36,0,1.56
1907,0.72,0.74,22.75,16.08,1550.75,31,36,-0.78,1.56
1908,0.72,0.74,22.75,16.08,1550.75,31,36,-0.78,1.56
1909,0.38,0.74,22.75,16.08,1546.75,31,36,-1.56,1.56
1910,0.12,0.74,22.75,16.08,1546.75,32,36,-0.78,1.56
1911,0.12,0.74,22.75,16.08,1546.75,32,36,-0.78,1.56
